customer_id,cohort_month,tier,acquisition_channel,signup_date
2601,2024-01-01,Pro,Organic,2024-01-26
2602,2023-12-01,Pro,Organic,2023-12-04
2603,2023-04-01,Basic,Paid,2023-04-28
2604,2023-11-01,Basic,Organic,2023-11-18
2605,2023-04-01,Basic,Paid,2023-04-25
2606,2023-10-01,Basic,Organic,2023-10-02
2607,2023-08-01,Basic,Social,2023-08-19
2608,2023-02-01,Pro,Referral,2023-02-02
2609,2023-02-01,Basic,Social,2023-02-01
2610,2023-12-01,Pro,Social,2023-12-17
2611,2023-07-01,Basic,Paid,2023-07-12
2612,2023-05-01,Pro,Organic,2023-05-14
2613,2024-05-01,Basic,Referral,2024-05-05
2614,2023-01-01,Pro,Paid,2023-01-19
2615,2023-02-01,Basic,Organic,2023-02-15
2616,2023-03-01,Enterprise,Organic,2023-03-23
2617,2023-08-01,Enterprise,Referral,2023-08-21
2618,2023-05-01,Pro,Organic,2023-05-17
2619,2024-05-01,Enterprise,Paid,2024-05-17
2620,2023-11-01,Basic,Organic,2023-11-10
2621,2023-12-01,Pro,Social,2023-12-02
2622,2024-01-01,Basic,Social,2024-01-20
2623,2023-03-01,Enterprise,Paid,2023-03-16
2624,2023-04-01,Pro,Organic,2023-04-28
2625,2023-10-01,Pro,Social,2023-10-26
2626,2023-03-01,Basic,Paid,2023-03-06
2627,2023-10-01,Basic,Organic,2023-10-12
2628,2023-12-01,Basic,Organic,2023-12-25
2629,2024-03-01,Basic,Paid,2024-03-09
2630,2024-03-01,Pro,Organic,2024-03-04
2631,2024-04-01,Basic,Referral,2024-04-13
2632,2024-02-01,Enterprise,Social,2024-02-05
2633,2024-03-01,Basic,Referral,2024-03-11
2634,2023-12-01,Basic,Paid,2023-12-15
2635,2023-09-01,Enterprise,Social,2023-09-02
2636,2023-02-01,Pro,Organic,2023-02-27
2637,2024-06-01,Basic,Referral,2024-06-10
2638,2024-01-01,Basic,Paid,2024-01-03
2639,2023-08-01,Basic,Paid,2023-08-03
2640,2023-12-01,Basic,Paid,2023-12-29
2641,2024-03-01,Basic,Organic,2024-03-04
2642,2024-01-01,Pro,Organic,2024-01-11
2643,2023-03-01,Basic,Social,2023-03-16
2644,2023-07-01,Pro,Paid,2023-07-09
2645,2024-03-01,Basic,Organic,2024-03-16
2646,2023-05-01,Pro,Paid,2023-05-02
2647,2024-01-01,Basic,Referral,2024-01-26
2648,2024-02-01,Enterprise,Organic,2024-02-07
2649,2023-01-01,Enterprise,Paid,2023-01-09
2650,2023-09-01,Pro,Organic,2023-09-03
2651,2023-09-01,Basic,Organic,2023-09-23
2652,2024-03-01,Enterprise,Paid,2024-03-22
2653,2023-09-01,Basic,Organic,2023-09-29
2654,2024-02-01,Basic,Referral,2024-02-06
2655,2023-07-01,Basic,Paid,2023-07-16
2656,2024-06-01,Pro,Organic,2024-06-23
2657,2024-02-01,Basic,Paid,2024-02-13
2658,2023-01-01,Pro,Referral,2023-01-07
2659,2023-03-01,Pro,Paid,2023-03-05
2660,2023-11-01,Pro,Referral,2023-11-24
2661,2023-11-01,Basic,Referral,2023-11-05
2662,2024-04-01,Enterprise,Organic,2024-04-22
2663,2024-02-01,Basic,Referral,2024-02-15
2664,2023-05-01,Pro,Paid,2023-05-19
2665,2023-04-01,Basic,Referral,2023-04-07
2666,2024-02-01,Pro,Referral,2024-02-20
2667,2024-01-01,Basic,Organic,2024-01-07
2668,2023-01-01,Basic,Paid,2023-01-10
2669,2023-10-01,Pro,Referral,2023-10-23
2670,2024-04-01,Pro,Paid,2024-04-14
2671,2023-12-01,Basic,Paid,2023-12-17
2672,2023-11-01,Basic,Organic,2023-11-14
2673,2023-12-01,Basic,Paid,2023-12-18
2674,2024-02-01,Basic,Referral,2024-02-23
2675,2024-02-01,Pro,Referral,2024-02-29
2676,2023-04-01,Enterprise,Referral,2023-04-04
2677,2023-03-01,Pro,Paid,2023-03-14
2678,2023-04-01,Basic,Referral,2023-04-18
2679,2023-04-01,Pro,Paid,2023-04-26
2680,2023-02-01,Pro,Referral,2023-02-07
2681,2023-08-01,Pro,Paid,2023-08-04
2682,2023-07-01,Enterprise,Social,2023-07-12
2683,2024-03-01,Basic,Referral,2024-03-23
2684,2024-01-01,Basic,Paid,2024-01-08
2685,2024-05-01,Basic,Referral,2024-05-09
2686,2023-10-01,Pro,Referral,2023-10-14
2687,2023-08-01,Basic,Social,2023-08-02
2688,2023-01-01,Basic,Referral,2023-01-27
2689,2024-05-01,Pro,Paid,2024-05-11
2690,2023-06-01,Enterprise,Social,2023-06-08
2691,2024-06-01,Enterprise,Organic,2024-06-21
2692,2024-01-01,Pro,Referral,2024-01-19
2693,2024-02-01,Basic,Paid,2024-02-24
2694,2023-06-01,Basic,Paid,2023-06-06
2695,2024-02-01,Basic,Referral,2024-02-05
2696,2024-05-01,Basic,Paid,2024-05-13
2697,2023-09-01,Pro,Organic,2023-09-11
2698,2023-07-01,Basic,Organic,2023-07-01
2699,2023-05-01,Basic,Referral,2023-05-03
2700,2024-01-01,Basic,Referral,2024-01-15
2701,2023-12-01,Basic,Paid,2023-12-08
2702,2023-10-01,Basic,Referral,2023-10-24
2703,2024-01-01,Pro,Paid,2024-01-09
2704,2023-03-01,Enterprise,Paid,2023-03-21
2705,2023-04-01,Basic,Social,2023-04-04
2706,2023-04-01,Basic,Organic,2023-04-06
2707,2023-03-01,Basic,Referral,2023-03-27
2708,2023-07-01,Basic,Paid,2023-07-01
2709,2024-02-01,Basic,Social,2024-02-03
2710,2023-07-01,Pro,Paid,2023-07-11
2711,2024-03-01,Pro,Organic,2024-03-01
2712,2023-06-01,Pro,Paid,2023-06-28
2713,2023-02-01,Basic,Paid,2023-02-12
2714,2024-04-01,Enterprise,Paid,2024-04-01
2715,2023-06-01,Pro,Organic,2023-06-04
2716,2023-07-01,Pro,Paid,2023-07-17
2717,2024-05-01,Pro,Organic,2024-05-12
2718,2023-04-01,Enterprise,Organic,2023-04-05
2719,2023-08-01,Basic,Paid,2023-08-05
2720,2023-09-01,Basic,Organic,2023-09-03
2721,2023-12-01,Pro,Paid,2023-12-15
2722,2024-04-01,Basic,Social,2024-04-07
2723,2023-09-01,Basic,Paid,2023-09-29
2724,2023-09-01,Enterprise,Organic,2023-09-26
2725,2023-10-01,Basic,Organic,2023-10-24
2726,2024-04-01,Basic,Paid,2024-04-20
2727,2023-09-01,Pro,Paid,2023-09-20
2728,2024-01-01,Basic,Paid,2024-01-12
2729,2023-03-01,Basic,Referral,2023-03-17
2730,2023-09-01,Pro,Organic,2023-09-27
2731,2024-05-01,Basic,Organic,2024-05-06
2732,2023-11-01,Basic,Organic,2023-11-08
2733,2023-03-01,Basic,Paid,2023-03-05
2734,2023-11-01,Basic,Paid,2023-11-01
2735,2023-11-01,Basic,Paid,2023-11-11
2736,2023-08-01,Pro,Paid,2023-08-20
2737,2023-07-01,Pro,Organic,2023-07-09
2738,2023-03-01,Pro,Paid,2023-03-22
2739,2024-02-01,Basic,Paid,2024-02-07
2740,2023-02-01,Pro,Paid,2023-02-09
2741,2024-02-01,Basic,Paid,2024-02-20
2742,2023-11-01,Pro,Organic,2023-11-01
2743,2023-10-01,Basic,Referral,2023-10-19
2744,2023-01-01,Enterprise,Organic,2023-01-27
2745,2024-01-01,Basic,Paid,2024-01-17
2746,2023-02-01,Basic,Organic,2023-02-16
2747,2023-04-01,Pro,Paid,2023-04-10
2748,2023-09-01,Basic,Paid,2023-09-03
2749,2024-06-01,Pro,Paid,2024-06-02
2750,2024-01-01,Basic,Social,2024-01-16
2751,2023-04-01,Pro,Social,2023-04-04
2752,2023-01-01,Basic,Referral,2023-01-05
2753,2023-04-01,Enterprise,Referral,2023-04-24
2754,2024-02-01,Basic,Organic,2024-02-24
2755,2023-12-01,Pro,Paid,2023-12-01
2756,2023-02-01,Basic,Referral,2023-02-04
2757,2023-02-01,Enterprise,Organic,2023-02-11
2758,2024-01-01,Basic,Organic,2024-01-05
2759,2024-03-01,Basic,Paid,2024-03-05
2760,2024-02-01,Pro,Paid,2024-02-17
2761,2024-05-01,Basic,Paid,2024-05-16
2762,2023-09-01,Basic,Referral,2023-09-08
2763,2023-03-01,Basic,Organic,2023-03-03
2764,2023-12-01,Pro,Referral,2023-12-22
2765,2023-07-01,Pro,Organic,2023-07-16
2766,2023-02-01,Basic,Paid,2023-02-15
2767,2024-01-01,Basic,Organic,2024-01-07
2768,2024-05-01,Pro,Paid,2024-05-10
2769,2024-03-01,Pro,Referral,2024-03-04
2770,2023-05-01,Basic,Paid,2023-05-15
2771,2024-05-01,Basic,Paid,2024-05-03
2772,2023-09-01,Basic,Paid,2023-09-28
2773,2023-04-01,Basic,Referral,2023-04-24
2774,2023-04-01,Basic,Referral,2023-04-06
2775,2023-09-01,Basic,Paid,2023-09-15
2776,2023-12-01,Basic,Social,2023-12-03
2777,2023-12-01,Basic,Organic,2023-12-17
2778,2024-02-01,Pro,Organic,2024-02-09
2779,2023-12-01,Basic,Paid,2023-12-24
2780,2024-02-01,Basic,Organic,2024-02-06
2781,2023-09-01,Pro,Paid,2023-09-14
2782,2023-04-01,Pro,Paid,2023-04-04
2783,2023-08-01,Basic,Referral,2023-08-19
2784,2023-09-01,Basic,Paid,2023-09-09
2785,2023-08-01,Enterprise,Paid,2023-08-13
2786,2024-01-01,Basic,Organic,2024-01-27
2787,2023-09-01,Basic,Organic,2023-09-07
2788,2023-12-01,Pro,Referral,2023-12-10
2789,2023-01-01,Basic,Paid,2023-01-23
2790,2024-04-01,Pro,Referral,2024-04-23
2791,2023-08-01,Basic,Paid,2023-08-06
2792,2023-06-01,Basic,Paid,2023-06-01
2793,2024-04-01,Basic,Organic,2024-04-09
2794,2023-03-01,Basic,Referral,2023-03-01
2795,2023-12-01,Enterprise,Paid,2023-12-16
2796,2023-08-01,Basic,Organic,2023-08-01
2797,2023-10-01,Pro,Paid,2023-10-06
2798,2023-05-01,Pro,Organic,2023-05-26
2799,2023-11-01,Basic,Referral,2023-11-18
2800,2023-09-01,Pro,Organic,2023-09-15
2801,2023-01-01,Pro,Paid,2023-01-11
2802,2024-05-01,Pro,Referral,2024-05-29
2803,2024-04-01,Basic,Paid,2024-04-24
2804,2023-01-01,Basic,Paid,2023-01-08
2805,2023-05-01,Basic,Organic,2023-05-19
2806,2024-02-01,Basic,Referral,2024-02-07
2807,2024-01-01,Pro,Social,2024-01-29
2808,2024-06-01,Enterprise,Paid,2024-06-29
2809,2024-05-01,Basic,Social,2024-05-12
2810,2023-11-01,Basic,Paid,2023-11-09
2811,2023-10-01,Basic,Paid,2023-10-23
2812,2023-11-01,Pro,Organic,2023-11-26
2813,2024-03-01,Pro,Referral,2024-03-12
2814,2023-10-01,Basic,Organic,2023-10-22
2815,2023-05-01,Basic,Organic,2023-05-10
2816,2024-06-01,Pro,Paid,2024-06-10
2817,2023-03-01,Pro,Organic,2023-03-02
2818,2023-07-01,Basic,Paid,2023-07-02
2819,2024-04-01,Basic,Paid,2024-04-22
2820,2023-01-01,Basic,Organic,2023-01-29
2821,2023-10-01,Pro,Paid,2023-10-25
2822,2024-06-01,Basic,Organic,2024-06-09
2823,2023-05-01,Enterprise,Organic,2023-05-19
2824,2023-03-01,Basic,Organic,2023-03-12
2825,2023-08-01,Pro,Paid,2023-08-14
2826,2024-01-01,Enterprise,Organic,2024-01-09
2827,2023-10-01,Pro,Organic,2023-10-14
2828,2023-11-01,Pro,Organic,2023-11-25
2829,2023-07-01,Basic,Paid,2023-07-07
2830,2023-10-01,Basic,Organic,2023-10-21
2831,2024-03-01,Pro,Paid,2024-03-29
2832,2024-02-01,Basic,Paid,2024-02-23
2833,2023-11-01,Pro,Paid,2023-11-12
2834,2024-03-01,Basic,Paid,2024-03-14
2835,2024-03-01,Basic,Paid,2024-03-25
2836,2024-02-01,Basic,Organic,2024-02-10
2837,2023-08-01,Pro,Paid,2023-08-20
2838,2024-06-01,Enterprise,Referral,2024-06-02
2839,2024-01-01,Basic,Paid,2024-01-15
2840,2024-05-01,Basic,Organic,2024-05-02
2841,2023-09-01,Pro,Paid,2023-09-11
2842,2023-04-01,Pro,Paid,2023-04-23
2843,2023-11-01,Enterprise,Organic,2023-11-19
2844,2024-05-01,Pro,Organic,2024-05-07
2845,2024-05-01,Basic,Referral,2024-05-16
2846,2023-05-01,Basic,Paid,2023-05-28
2847,2023-05-01,Basic,Paid,2023-05-01
2848,2024-04-01,Pro,Organic,2024-04-03
2849,2023-01-01,Basic,Referral,2023-01-17
2850,2023-04-01,Basic,Organic,2023-04-01
2851,2024-05-01,Basic,Organic,2024-05-04
2852,2023-10-01,Basic,Social,2023-10-27
2853,2023-08-01,Pro,Paid,2023-08-27
2854,2024-03-01,Enterprise,Paid,2024-03-14
2855,2023-05-01,Pro,Organic,2023-05-27
2856,2023-08-01,Basic,Referral,2023-08-18
2857,2023-07-01,Basic,Organic,2023-07-22
2858,2023-04-01,Enterprise,Paid,2023-04-22
2859,2023-09-01,Basic,Paid,2023-09-04
2860,2024-03-01,Basic,Paid,2024-03-01
2861,2023-10-01,Basic,Paid,2023-10-01
2862,2023-10-01,Basic,Paid,2023-10-22
2863,2024-03-01,Basic,Social,2024-03-05
2864,2024-03-01,Enterprise,Paid,2024-03-01
2865,2023-06-01,Basic,Referral,2023-06-17
2866,2023-07-01,Basic,Referral,2023-07-13
2867,2024-05-01,Basic,Paid,2024-05-12
2868,2023-11-01,Basic,Referral,2023-11-05
2869,2023-09-01,Pro,Paid,2023-09-13
2870,2023-03-01,Enterprise,Paid,2023-03-13
2871,2024-04-01,Pro,Organic,2024-04-23
2872,2024-05-01,Pro,Paid,2024-05-05
2873,2023-11-01,Pro,Paid,2023-11-19
2874,2024-01-01,Basic,Organic,2024-01-24
2875,2023-06-01,Basic,Paid,2023-06-16
2876,2024-04-01,Basic,Organic,2024-04-25
2877,2023-08-01,Basic,Referral,2023-08-24
2878,2024-01-01,Pro,Paid,2024-01-03
2879,2023-02-01,Pro,Organic,2023-02-28
2880,2023-03-01,Basic,Paid,2023-03-21
2881,2023-01-01,Enterprise,Paid,2023-01-23
2882,2024-03-01,Basic,Social,2024-03-19
2883,2024-06-01,Basic,Organic,2024-06-15
2884,2023-10-01,Basic,Referral,2023-10-14
2885,2024-05-01,Pro,Organic,2024-05-19
2886,2023-01-01,Pro,Paid,2023-01-07
2887,2023-02-01,Pro,Referral,2023-02-12
2888,2024-02-01,Pro,Referral,2024-02-11
2889,2023-06-01,Pro,Social,2023-06-24
2890,2024-05-01,Basic,Referral,2024-05-19
2891,2024-04-01,Pro,Paid,2024-04-29
2892,2024-06-01,Enterprise,Referral,2024-06-15
2893,2024-02-01,Pro,Referral,2024-02-19
2894,2023-03-01,Basic,Paid,2023-03-04
2895,2023-04-01,Basic,Organic,2023-04-18
2896,2023-11-01,Basic,Referral,2023-11-10
2897,2023-09-01,Basic,Paid,2023-09-28
2898,2023-06-01,Enterprise,Organic,2023-06-19
2899,2023-08-01,Enterprise,Social,2023-08-17
2900,2023-10-01,Basic,Organic,2023-10-23
2901,2023-04-01,Pro,Social,2023-04-09
2902,2023-01-01,Basic,Paid,2023-01-07
2903,2023-11-01,Enterprise,Organic,2023-11-07
2904,2024-06-01,Pro,Paid,2024-06-25
2905,2023-02-01,Basic,Organic,2023-02-19
2906,2023-02-01,Basic,Organic,2023-02-14
2907,2023-03-01,Enterprise,Paid,2023-03-05
2908,2023-09-01,Pro,Organic,2023-09-16
2909,2024-05-01,Basic,Paid,2024-05-16
2910,2023-10-01,Pro,Referral,2023-10-08
2911,2023-01-01,Enterprise,Organic,2023-01-26
2912,2023-07-01,Pro,Referral,2023-07-22
2913,2023-01-01,Pro,Organic,2023-01-25
2914,2024-01-01,Pro,Paid,2024-01-14
2915,2024-06-01,Basic,Paid,2024-06-29
2916,2023-12-01,Basic,Paid,2023-12-02
2917,2023-08-01,Basic,Paid,2023-08-08
2918,2024-02-01,Pro,Referral,2024-02-26
2919,2024-06-01,Pro,Social,2024-06-01
2920,2023-08-01,Pro,Organic,2023-08-05
2921,2024-03-01,Basic,Organic,2024-03-12
2922,2023-08-01,Enterprise,Organic,2023-08-13
2923,2024-04-01,Pro,Paid,2024-04-03
2924,2023-09-01,Enterprise,Organic,2023-09-23
2925,2023-12-01,Enterprise,Referral,2023-12-15
2926,2023-10-01,Enterprise,Referral,2023-10-10
2927,2023-08-01,Pro,Organic,2023-08-23
2928,2024-06-01,Pro,Organic,2024-06-29
2929,2024-02-01,Pro,Paid,2024-02-09
2930,2023-03-01,Basic,Organic,2023-03-17
2931,2023-08-01,Basic,Paid,2023-08-04
2932,2023-12-01,Pro,Referral,2023-12-02
2933,2023-08-01,Pro,Paid,2023-08-15
2934,2023-04-01,Basic,Referral,2023-04-09
2935,2023-09-01,Pro,Paid,2023-09-03
2936,2023-02-01,Basic,Paid,2023-02-16
2937,2023-01-01,Enterprise,Paid,2023-01-02
2938,2023-08-01,Basic,Organic,2023-08-14
2939,2024-06-01,Basic,Paid,2024-06-18
2940,2023-12-01,Enterprise,Social,2023-12-25
2941,2023-11-01,Enterprise,Social,2023-11-26
2942,2023-07-01,Pro,Paid,2023-07-27
2943,2024-02-01,Enterprise,Referral,2024-02-24
2944,2023-02-01,Pro,Paid,2023-02-24
2945,2023-10-01,Enterprise,Social,2023-10-15
2946,2024-02-01,Pro,Paid,2024-02-17
2947,2023-09-01,Basic,Paid,2023-09-24
2948,2023-08-01,Basic,Organic,2023-08-26
2949,2023-09-01,Basic,Organic,2023-09-18
2950,2023-10-01,Basic,Paid,2023-10-20
2951,2023-09-01,Basic,Paid,2023-09-26
2952,2023-01-01,Basic,Paid,2023-01-11
2953,2023-09-01,Pro,Paid,2023-09-01
2954,2024-03-01,Basic,Organic,2024-03-12
2955,2024-04-01,Pro,Paid,2024-04-14
2956,2023-02-01,Pro,Organic,2023-03-01
2957,2024-06-01,Basic,Organic,2024-06-06
2958,2023-09-01,Pro,Organic,2023-09-28
2959,2024-04-01,Basic,Paid,2024-04-05
2960,2023-02-01,Basic,Paid,2023-02-06
2961,2024-05-01,Enterprise,Paid,2024-05-02
2962,2024-06-01,Pro,Organic,2024-06-23
2963,2023-09-01,Enterprise,Organic,2023-09-28
2964,2023-12-01,Pro,Organic,2023-12-08
2965,2023-12-01,Basic,Paid,2023-12-04
2966,2024-05-01,Basic,Organic,2024-05-19
2967,2023-12-01,Pro,Paid,2023-12-03
2968,2024-02-01,Enterprise,Organic,2024-02-11
2969,2023-12-01,Basic,Paid,2023-12-21
2970,2023-12-01,Basic,Social,2023-12-20
2971,2023-01-01,Basic,Organic,2023-01-05
2972,2023-01-01,Basic,Organic,2023-01-11
2973,2024-05-01,Pro,Referral,2024-05-26
2974,2023-12-01,Enterprise,Paid,2023-12-19
2975,2023-02-01,Pro,Organic,2023-02-25
2976,2023-03-01,Enterprise,Social,2023-03-08
2977,2024-05-01,Enterprise,Paid,2024-05-24
2978,2024-02-01,Pro,Organic,2024-02-29
2979,2024-05-01,Pro,Paid,2024-05-22
2980,2024-05-01,Pro,Paid,2024-05-07
2981,2023-10-01,Enterprise,Paid,2023-10-26
2982,2023-12-01,Basic,Paid,2023-12-04
2983,2023-08-01,Basic,Social,2023-08-14
2984,2023-12-01,Basic,Paid,2023-12-03
2985,2023-12-01,Pro,Paid,2023-12-15
2986,2024-02-01,Basic,Referral,2024-02-05
2987,2024-06-01,Basic,Social,2024-06-22
2988,2023-05-01,Pro,Referral,2023-05-11
2989,2023-11-01,Basic,Paid,2023-11-17
2990,2023-05-01,Pro,Paid,2023-05-25
2991,2023-07-01,Enterprise,Referral,2023-07-01
2992,2023-06-01,Basic,Organic,2023-06-18
2993,2024-04-01,Pro,Organic,2024-04-02
2994,2024-02-01,Basic,Organic,2024-02-03
2995,2023-05-01,Pro,Paid,2023-05-13
2996,2024-02-01,Basic,Paid,2024-02-18
2997,2023-08-01,Pro,Organic,2023-08-29
2998,2023-11-01,Pro,Paid,2023-11-24
2999,2023-02-01,Basic,Social,2023-02-15
3000,2024-02-01,Pro,Referral,2024-02-14
3001,2023-10-01,Pro,Referral,2023-10-24
3002,2023-06-01,Pro,Paid,2023-06-27
3003,2024-05-01,Basic,Referral,2024-05-19
3004,2023-12-01,Pro,Paid,2023-12-11
3005,2024-03-01,Basic,Referral,2024-03-09
3006,2023-04-01,Basic,Paid,2023-04-02
3007,2024-05-01,Enterprise,Paid,2024-05-28
3008,2024-02-01,Basic,Paid,2024-02-25
3009,2023-06-01,Enterprise,Organic,2023-06-24
3010,2023-07-01,Basic,Organic,2023-07-29
3011,2023-11-01,Basic,Organic,2023-11-04
3012,2023-10-01,Basic,Paid,2023-10-29
3013,2023-06-01,Basic,Social,2023-06-20
3014,2023-04-01,Enterprise,Paid,2023-04-05
3015,2023-04-01,Basic,Referral,2023-04-25
3016,2023-06-01,Basic,Social,2023-06-29
3017,2024-06-01,Pro,Organic,2024-06-16
3018,2023-01-01,Basic,Organic,2023-01-19
3019,2024-02-01,Pro,Paid,2024-02-27
3020,2024-03-01,Basic,Organic,2024-03-23
3021,2023-04-01,Basic,Paid,2023-04-09
3022,2023-03-01,Enterprise,Social,2023-03-24
3023,2023-04-01,Enterprise,Referral,2023-04-24
3024,2023-08-01,Pro,Paid,2023-08-17
3025,2023-11-01,Basic,Paid,2023-11-17
3026,2023-03-01,Pro,Paid,2023-03-02
3027,2024-02-01,Basic,Referral,2024-02-17
3028,2023-11-01,Basic,Paid,2023-11-27
3029,2023-02-01,Enterprise,Paid,2023-02-08
3030,2023-05-01,Pro,Referral,2023-05-08
3031,2023-07-01,Basic,Organic,2023-07-27
3032,2023-06-01,Pro,Organic,2023-06-07
3033,2023-03-01,Enterprise,Referral,2023-03-24
3034,2023-07-01,Basic,Organic,2023-07-18
3035,2023-07-01,Pro,Organic,2023-07-23
3036,2023-09-01,Pro,Paid,2023-09-08
3037,2023-12-01,Basic,Paid,2023-12-06
3038,2023-10-01,Pro,Referral,2023-10-22
3039,2024-04-01,Basic,Paid,2024-04-20
3040,2023-12-01,Pro,Organic,2023-12-08
3041,2023-04-01,Enterprise,Referral,2023-04-25
3042,2023-10-01,Basic,Paid,2023-10-08
3043,2024-02-01,Basic,Paid,2024-02-11
3044,2023-04-01,Basic,Paid,2023-04-05
3045,2024-04-01,Pro,Referral,2024-04-20
3046,2024-02-01,Pro,Organic,2024-02-09
3047,2024-05-01,Basic,Referral,2024-05-14
3048,2023-02-01,Pro,Paid,2023-02-22
3049,2023-11-01,Basic,Referral,2023-11-14
3050,2024-01-01,Basic,Organic,2024-01-16
3051,2023-08-01,Basic,Referral,2023-08-10
3052,2024-03-01,Basic,Paid,2024-03-06
3053,2024-06-01,Basic,Paid,2024-06-20
3054,2023-11-01,Basic,Paid,2023-11-24
3055,2023-01-01,Pro,Organic,2023-01-23
3056,2023-11-01,Enterprise,Referral,2023-11-18
3057,2023-03-01,Pro,Paid,2023-03-12
3058,2024-06-01,Basic,Organic,2024-06-18
3059,2024-01-01,Enterprise,Organic,2024-01-26
3060,2023-06-01,Enterprise,Paid,2023-06-07
3061,2024-06-01,Pro,Social,2024-06-02
3062,2023-01-01,Pro,Paid,2023-01-17
3063,2024-01-01,Pro,Organic,2024-01-10
3064,2023-10-01,Basic,Paid,2023-10-23
3065,2023-08-01,Basic,Referral,2023-08-27
3066,2024-01-01,Pro,Organic,2024-01-24
3067,2023-09-01,Enterprise,Organic,2023-09-17
3068,2024-02-01,Basic,Referral,2024-02-18
3069,2023-05-01,Basic,Paid,2023-05-13
3070,2023-07-01,Pro,Referral,2023-07-26
3071,2023-11-01,Basic,Referral,2023-11-10
3072,2023-09-01,Basic,Organic,2023-09-21
3073,2024-04-01,Basic,Paid,2024-04-08
3074,2024-02-01,Pro,Paid,2024-02-23
3075,2024-06-01,Pro,Paid,2024-06-16
3076,2024-01-01,Enterprise,Referral,2024-01-23
3077,2023-04-01,Basic,Paid,2023-04-01
3078,2024-01-01,Pro,Paid,2024-01-16
3079,2023-04-01,Pro,Paid,2023-04-26
3080,2023-03-01,Basic,Organic,2023-03-28
3081,2024-04-01,Pro,Organic,2024-04-13
3082,2024-04-01,Pro,Referral,2024-04-25
3083,2023-08-01,Basic,Paid,2023-08-14
3084,2023-10-01,Pro,Referral,2023-10-02
3085,2023-11-01,Pro,Paid,2023-11-28
3086,2023-01-01,Basic,Organic,2023-01-18
3087,2024-04-01,Pro,Paid,2024-04-21
3088,2023-08-01,Basic,Referral,2023-08-17
3089,2024-06-01,Enterprise,Social,2024-06-03
3090,2023-04-01,Basic,Organic,2023-04-05
3091,2023-01-01,Basic,Referral,2023-01-06
3092,2023-07-01,Basic,Social,2023-07-02
3093,2024-02-01,Basic,Paid,2024-02-17
3094,2024-04-01,Basic,Referral,2024-04-14
3095,2024-01-01,Basic,Organic,2024-01-10
3096,2023-09-01,Pro,Paid,2023-09-12
3097,2023-06-01,Basic,Paid,2023-06-07
3098,2023-12-01,Pro,Organic,2023-12-15
3099,2023-07-01,Enterprise,Social,2023-07-24
3100,2023-05-01,Basic,Referral,2023-05-16
3101,2023-01-01,Basic,Organic,2023-01-16
3102,2023-03-01,Enterprise,Organic,2023-03-23
3103,2023-07-01,Basic,Organic,2023-07-15
3104,2023-11-01,Basic,Paid,2023-11-20
3105,2023-06-01,Basic,Paid,2023-06-29
3106,2023-08-01,Basic,Organic,2023-08-07
3107,2023-09-01,Basic,Social,2023-09-14
3108,2023-10-01,Basic,Referral,2023-10-09
3109,2024-06-01,Pro,Paid,2024-06-03
3110,2023-05-01,Basic,Organic,2023-05-06
3111,2023-09-01,Pro,Organic,2023-09-17
3112,2024-01-01,Basic,Referral,2024-01-19
3113,2023-09-01,Enterprise,Referral,2023-09-20
3114,2024-04-01,Basic,Organic,2024-04-08
3115,2023-07-01,Basic,Referral,2023-07-05
3116,2023-05-01,Basic,Referral,2023-05-11
3117,2023-03-01,Enterprise,Organic,2023-03-17
3118,2024-03-01,Basic,Paid,2024-03-10
3119,2024-05-01,Pro,Organic,2024-05-13
3120,2024-01-01,Pro,Referral,2024-01-12
3121,2023-10-01,Pro,Paid,2023-10-03
3122,2023-07-01,Enterprise,Social,2023-07-27
3123,2023-09-01,Pro,Referral,2023-09-18
3124,2024-03-01,Basic,Referral,2024-03-22
3125,2023-04-01,Pro,Paid,2023-04-12
3126,2023-06-01,Basic,Paid,2023-06-15
3127,2023-12-01,Pro,Organic,2023-12-18
3128,2023-07-01,Basic,Organic,2023-07-24
3129,2023-01-01,Basic,Paid,2023-01-07
3130,2023-01-01,Pro,Paid,2023-01-12
3131,2023-09-01,Pro,Organic,2023-09-09
3132,2023-02-01,Pro,Paid,2023-02-13
3133,2023-02-01,Enterprise,Referral,2023-02-09
3134,2023-02-01,Enterprise,Referral,2023-02-28
3135,2024-04-01,Enterprise,Paid,2024-04-16
3136,2023-06-01,Basic,Referral,2023-06-25
3137,2024-06-01,Pro,Organic,2024-06-01
3138,2023-05-01,Pro,Organic,2023-05-28
3139,2023-05-01,Basic,Referral,2023-05-04
3140,2023-02-01,Basic,Referral,2023-02-11
3141,2023-04-01,Enterprise,Organic,2023-04-28
3142,2023-07-01,Pro,Referral,2023-07-11
3143,2023-11-01,Enterprise,Organic,2023-11-19
3144,2023-12-01,Pro,Social,2023-12-13
3145,2024-02-01,Pro,Paid,2024-02-03
3146,2023-07-01,Pro,Paid,2023-07-24
3147,2023-09-01,Basic,Paid,2023-09-09
3148,2023-07-01,Pro,Paid,2023-07-21
3149,2023-01-01,Basic,Paid,2023-01-04
3150,2023-11-01,Basic,Referral,2023-11-03
3151,2024-03-01,Basic,Social,2024-03-06
3152,2023-03-01,Basic,Paid,2023-03-01
3153,2023-06-01,Pro,Organic,2023-06-12
3154,2024-03-01,Basic,Referral,2024-03-08
